step,completed_agents,J1,J2,blocked_agents,step_time
88,15,5,0,3,0.0037653446197509766
89,15,5,0,3,0.0033020973205566406
90,15,5,0,3,0.0032427310943603516
91,15,5,0,3,0.003248453140258789
92,15,5,0,3,0.005388021469116211
93,15,5,0,3,0.0031099319458007812
94,15,5,0,3,0.0038840770721435547
95,16,5,0,2,0.0031538009643554688
96,16,4,0,4,0.0023050308227539062
97,17,4,0,2,0.003191709518432617
98,17,4,0,2,0.001264333724975586
99,17,4,0,2,0.004155874252319336
100,17,4,0,2,0.0037202835083007812
101,17,4,0,2,0.0034477710723876953
102,16,4,0,3,0.0032956600189208984
103,17,4,0,2,0.003500223159790039
104,16,4,0,2,0.0036013126373291016
105,16,4,0,2,0.0032837390899658203
106,16,4,0,2,0.0032875537872314453
107,16,4,0,2,0.003253936767578125
108,16,4,0,2,0.003777027130126953
109,16,4,0,2,0.003111600875854492
110,16,4,0,2,0.00319671630859375
111,16,4,0,2,0.0032727718353271484
112,17,3,0,3,0.0032095909118652344
113,17,3,0,2,0.0035991668701171875
114,17,3,0,2,0.0032711029052734375
115,17,3,0,2,0.0036590099334716797
116,17,3,0,2,0.0032851696014404297
117,17,3,0,2,0.003323078155517578
118,17,3,0,2,0.0031981468200683594
119,16,3,0,2,0.003283262252807617
120,16,3,0,2,0.0031583309173583984
121,16,3,0,2,0.005408763885498047
122,16,3,0,2,0.0033850669860839844
123,16,3,0,2,0.003341197967529297
124,16,3,0,2,0.0031921863555908203
125,16,3,0,2,0.0032842159271240234
126,16,3,0,2,0.0034554004669189453
127,17,2,0,3,0.003397226333618164
128,17,2,0,1,0.003547191619873047
129,17,2,0,1,0.003420114517211914
130,17,2,0,1,0.0032913684844970703
131,17,2,0,1,0.003191709518432617
132,17,2,0,1,0.0032014846801757812
133,17,2,0,1,0.0032329559326171875
134,17,2,0,1,0.003177165985107422
135,17,2,0,1,0.0031862258911132812
136,18,1,0,2,0.0015835762023925781
137,18,1,0,0,0.0032525062561035156
138,18,1,0,0,0.0012531280517578125
139,18,1,0,0,0.003296375274658203
140,18,1,0,0,0.003570556640625
141,18,1,0,0,0.00321197509765625
142,18,1,0,0,0.003431081771850586
143,18,1,0,0,0.003365039825439453
144,18,1,0,0,0.003458738327026367
145,19,0,0,1,0.0035715103149414062
146,19,0,0,0,0.002986907958984375
147,19,0,0,0,0.004019021987915039
148,19,0,0,0,0.0027532577514648438
149,19,0,0,0,0.003596782684326172
150,19,0,0,0,0.003621816635131836
151,19,0,0,0,0.005232572555541992
152,19,0,0,0,0.0035936832427978516
153,19,0,0,0,0.0037589073181152344
154,19,0,0,0,0.0033326148986816406
155,19,0,0,0,0.003798246383666992
156,19,0,0,0,0.002116680145263672
157,19,0,0,0,0.003288745880126953
158,19,0,0,0,0.003269672393798828
159,19,0,0,0,0.0037670135498046875
160,19,0,0,0,0.0025942325592041016
161,19,0,0,0,0.0010919570922851562
162,19,0,0,0,0.0033502578735351562
163,19,0,0,0,0.0032622814178466797
164,19,0,0,0,0.003279447555541992
165,19,0,0,0,0.0033860206604003906
166,19,0,0,0,0.003284454345703125
167,19,0,0,0,0.003278970718383789
168,19,0,0,0,0.005262136459350586
169,19,0,0,0,0.0033597946166992188
170,19,0,0,0,0.003454446792602539
171,19,0,0,0,0.0034325122833251953
