step,completed_agents,J1,J2,blocked_agents,step_time
0,7,58,10,22,0.0018317699432373047
1,10,40,5,17,0.0038306713104248047
2,16,29,2,12,0.003813028335571289
3,13,31,0,14,0.00698542594909668
4,12,29,0,15,0.007420539855957031
5,12,29,0,15,0.006813526153564453
6,11,29,0,16,0.007565021514892578
7,10,29,0,17,0.00788569450378418
8,10,27,0,20,0.0018270015716552734
9,12,24,0,19,0.007368803024291992
10,12,21,0,18,0.00747370719909668
11,12,21,0,15,0.003231048583984375
12,14,17,0,14,0.007429838180541992
13,15,17,0,14,0.008083820343017578
14,15,17,0,14,0.006868839263916016
15,17,17,0,11,0.007560253143310547
16,15,17,0,12,0.0077283382415771484
17,17,16,0,11,0.007541656494140625
18,18,16,0,9,0.007736921310424805
19,19,16,0,11,0.009228706359863281
20,19,16,0,8,0.009856700897216797
21,18,16,0,9,0.007762432098388672
22,17,16,0,8,0.00770878791809082
23,17,16,0,8,0.007683515548706055
24,18,15,0,9,0.007848024368286133
25,17,15,0,8,0.007630825042724609
26,17,15,0,8,0.007647037506103516
27,17,15,0,8,0.007807016372680664
28,18,13,0,12,0.007610797882080078
29,18,13,0,9,0.00767970085144043
30,18,12,0,9,0.008072137832641602
31,18,12,0,7,0.00798487663269043
32,19,12,0,6,0.007965803146362305
33,20,11,0,7,0.007790327072143555
34,21,11,0,4,0.008430004119873047
35,21,11,0,4,0.011313438415527344
36,21,11,0,5,0.008175373077392578
37,22,10,0,6,0.008183717727661133
38,23,9,0,6,0.007930517196655273
39,23,8,0,6,0.008280515670776367
40,23,8,0,4,0.008156061172485352
41,22,8,0,4,0.00821828842163086
42,22,8,0,4,0.008019447326660156
43,22,8,0,4,0.008044719696044922
44,22,8,0,4,0.00814676284790039
45,22,8,0,4,0.008798599243164062
46,22,8,0,4,0.011156558990478516
47,22,7,0,5,0.009796619415283203
48,23,6,0,5,0.008960485458374023
49,24,5,0,5,0.008913755416870117
50,24,5,0,3,0.008167028427124023
51,24,5,0,3,0.008136987686157227
52,24,5,0,3,0.008203983306884766
53,24,5,0,3,0.008243560791015625
54,24,5,0,3,0.009940147399902344
55,24,5,0,3,0.008185148239135742
56,25,4,0,4,0.008142709732055664
57,25,4,0,2,0.009412050247192383
58,26,3,0,3,0.010833740234375
59,26,3,0,1,0.008255720138549805
60,26,3,0,1,0.008528947830200195
61,26,3,0,1,0.008718252182006836
62,27,2,0,2,0.008388519287109375
63,27,2,0,0,0.00855112075805664
64,27,2,0,0,0.008780241012573242
65,28,1,0,1,0.009014606475830078
66,28,1,0,0,0.013559341430664062
67,28,1,0,0,0.009885549545288086
68,28,1,0,0,0.011552810668945312
69,28,1,0,0,0.008768081665039062
70,28,1,0,0,0.009546518325805664
71,29,0,0,1,0.009555816650390625
72,29,0,0,0,0.009012460708618164
73,29,0,0,0,0.008502006530761719
74,29,0,0,0,0.009255647659301758
75,29,0,0,0,0.00915074348449707
76,29,0,0,0,0.008932828903198242
77,29,0,0,0,0.003693819046020508
78,29,0,0,0,0.008907794952392578
79,29,0,0,0,0.008511543273925781
80,29,0,0,0,0.0023145675659179688
81,29,0,0,0,0.008868932723999023
82,29,0,0,0,0.008499860763549805
83,29,0,0,0,0.008750438690185547
84,29,0,0,0,0.009505033493041992
85,29,0,0,0,0.01139688491821289
86,29,0,0,0,0.008603572845458984
87,29,0,0,0,0.008566856384277344
88,29,0,0,0,0.009030818939208984
89,29,0,0,0,0.01017141342163086
90,29,0,0,0,0.009627819061279297
91,29,0,0,0,0.008925437927246094
92,29,0,0,0,0.00957345962524414
93,29,0,0,0,0.004062175750732422
94,29,0,0,0,0.008007526397705078
95,29,0,0,0,0.011402368545532227
96,29,0,0,0,0.010717153549194336
97,29,0,0,0,0.0038764476776123047
98,29,0,0,0,0.00995635986328125
99,29,0,0,0,0.01057577133178711
100,29,0,0,0,0.00965118408203125
101,29,0,0,0,0.008569478988647461
102,29,0,0,0,0.009040117263793945
103,29,0,0,0,0.011220932006835938
104,29,0,0,0,0.009104251861572266
105,29,0,0,0,0.010411977767944336
106,29,0,0,0,0.008659601211547852
107,29,0,0,0,0.009699583053588867
108,29,0,0,0,0.009053230285644531
109,29,0,0,0,0.011993885040283203
110,29,0,0,0,0.011411666870117188
111,29,0,0,0,0.00847768783569336
112,29,0,0,0,0.009401082992553711
113,29,0,0,0,0.009778499603271484
114,29,0,0,0,0.008998632431030273
115,29,0,0,0,0.008925437927246094
116,29,0,0,0,0.008693456649780273
117,29,0,0,0,0.00873112678527832
118,29,0,0,0,0.008971691131591797
119,29,0,0,0,0.008644819259643555
120,29,0,0,0,0.008654117584228516
121,29,0,0,0,0.00862431526184082
122,29,0,0,0,0.009077072143554688
123,29,0,0,0,0.009426593780517578
124,29,0,0,0,0.010741233825683594
125,29,0,0,0,0.009623289108276367
126,29,0,0,0,0.009866476058959961
127,29,0,0,0,0.008838176727294922
128,29,0,0,0,0.009841203689575195
129,29,0,0,0,0.012959480285644531
130,29,0,0,0,0.008763551712036133
131,29,0,0,0,0.009086132049560547
