step,completed_agents,J1,J2,blocked_agents,step_time
304,48,20,0,0,0.02090287208557129
305,48,20,0,0,0.020932674407958984
306,48,20,0,0,0.02255558967590332
307,48,20,0,0,0.02118992805480957
308,48,19,0,1,0.022060394287109375
309,48,19,0,0,0.022773027420043945
310,48,19,0,0,0.022020578384399414
311,48,19,0,0,0.022655963897705078
312,48,19,0,0,0.021022796630859375
313,48,19,0,0,0.022831439971923828
314,48,19,0,0,0.022623300552368164
315,48,19,0,0,0.02118229866027832
316,48,19,0,0,0.024300098419189453
317,48,18,0,1,0.02093195915222168
318,48,18,0,0,0.021671295166015625
319,48,18,0,0,0.02151203155517578
320,48,18,0,0,0.021203994750976562
321,48,18,0,0,0.020940542221069336
322,48,18,0,0,0.01412653923034668
323,48,18,0,0,0.023854494094848633
324,48,18,0,0,0.020984649658203125
325,48,18,0,0,0.021141767501831055
326,48,17,0,1,0.0230410099029541
327,48,17,0,0,0.023858308792114258
328,48,17,0,0,0.02490377426147461
329,48,17,0,0,0.022573232650756836
330,48,17,0,0,0.021012306213378906
331,48,17,0,0,0.021514415740966797
332,48,17,0,0,0.02173018455505371
333,48,17,0,0,0.0234220027923584
334,48,17,0,0,0.022669553756713867
335,48,16,0,1,0.02163076400756836
336,48,16,0,0,0.0213015079498291
337,48,16,0,0,0.021655797958374023
338,48,16,0,0,0.021161317825317383
339,48,16,0,0,0.020862817764282227
340,48,16,0,0,0.022050142288208008
341,48,16,0,0,0.021312952041625977
342,48,16,0,0,0.021424531936645508
343,48,16,0,0,0.02122211456298828
344,48,15,0,1,0.020808935165405273
345,48,15,0,0,0.028669357299804688
346,48,15,0,0,0.021266460418701172
347,48,15,0,0,0.008938312530517578
348,48,15,0,0,0.0209348201751709
349,48,7,0,1,0.02089715003967285
350,48,7,0,0,0.02090287208557129
351,48,7,0,0,0.020700931549072266
352,48,7,0,0,0.022319793701171875
353,49,6,0,1,0.02359175682067871
354,49,6,0,0,0.02302694320678711
355,49,6,0,0,0.028113365173339844
356,49,6,0,0,0.023525238037109375
357,49,6,0,0,0.021570205688476562
358,49,6,0,0,0.008905172348022461
359,49,6,0,0,0.02636575698852539
360,49,6,0,0,0.02215886116027832
361,49,6,0,0,0.021352291107177734
362,49,6,0,0,0.020932674407958984
363,49,6,0,0,0.021130084991455078
364,49,6,0,0,0.025925159454345703
365,49,6,0,0,0.021404027938842773
366,49,6,0,0,0.02630615234375
