step,completed_agents,J1,J2,blocked_agents,step_time
118,14,15,0,5,0.0054247379302978516
119,14,14,0,4,0.0029189586639404297
120,13,14,0,2,0.0026519298553466797
121,13,14,0,2,0.0028722286224365234
122,13,14,0,2,0.0033757686614990234
123,13,14,0,2,0.002183675765991211
124,14,14,0,1,0.003239154815673828
125,14,12,0,3,0.0053937435150146484
126,13,12,0,1,0.003153085708618164
127,13,12,0,1,0.001359701156616211
128,15,9,0,4,0.0030646324157714844
129,15,7,0,1,0.0024411678314208984
130,15,7,0,1,0.0029485225677490234
131,15,7,0,1,0.003101348876953125
132,16,6,0,2,0.003236532211303711
133,16,6,0,1,0.0033512115478515625
134,16,5,0,4,0.0029840469360351562
135,16,5,0,1,0.003269672393798828
136,16,5,0,1,0.0029802322387695312
137,16,5,0,1,0.003456592559814453
138,16,5,0,1,0.00505828857421875
139,16,5,0,1,0.0030059814453125
140,16,5,0,1,0.004372358322143555
141,16,5,0,1,0.003432035446166992
142,16,5,0,1,0.004047393798828125
143,18,2,0,4,0.004162311553955078
144,18,2,0,0,0.0032815933227539062
145,18,2,0,0,0.0033185482025146484
146,18,2,0,0,0.003276348114013672
147,18,2,0,0,0.00334930419921875
148,18,2,0,0,0.0032083988189697266
149,18,2,0,0,0.003453493118286133
150,18,2,0,0,0.003008127212524414
151,18,2,0,0,0.005257844924926758
152,20,0,0,2,0.0034646987915039062
