step,completed_agents,J1,J2,blocked_agents,step_time
0,0,127,3,1,0.0003795623779296875
1,0,127,3,1,0.0008692741394042969
2,0,127,3,1,0.001569509506225586
3,0,127,3,1,0.0004074573516845703
4,0,127,3,1,0.0009377002716064453
5,0,127,3,1,0.0007414817810058594
6,0,127,3,1,0.0008466243743896484
7,0,127,3,1,0.0007088184356689453
8,0,118,3,10,0.0007717609405517578
9,0,118,3,0,0.0008494853973388672
10,0,118,3,0,0.0010018348693847656
11,0,118,3,0,0.0007052421569824219
12,0,118,3,0,0.000705718994140625
13,0,118,3,0,0.00052642822265625
14,0,118,3,0,0.0007650852203369141
15,0,118,3,0,0.0007076263427734375
16,0,118,3,0,0.0007109642028808594
17,0,108,3,10,0.0007410049438476562
18,0,108,3,0,0.0009562969207763672
19,0,108,3,0,0.0011401176452636719
20,0,108,3,0,0.0007288455963134766
21,0,104,3,0,0.0007472038269042969
22,0,104,3,0,0.0008060932159423828
23,0,104,3,0,0.0007081031799316406
24,0,104,3,0,0.0007076263427734375
25,0,104,3,0,0.0007476806640625
26,1,98,3,10,0.0007843971252441406
27,0,98,3,1,0.0008771419525146484
28,0,98,3,1,0.0007488727569580078
29,0,98,3,1,0.0007483959197998047
30,0,98,3,1,0.000728607177734375
31,0,98,3,1,0.0007700920104980469
32,0,98,3,1,0.0007572174072265625
33,0,98,3,1,0.0002758502960205078
34,0,98,3,1,0.0008029937744140625
35,0,89,3,10,0.0009307861328125
36,0,85,3,0,0.0003590583801269531
37,0,85,3,0,0.000743865966796875
38,0,85,3,0,0.0008552074432373047
39,0,79,3,0,0.0007586479187011719
40,0,77,3,0,0.0008604526519775391
41,0,77,3,0,0.0008695125579833984
42,0,77,3,0,0.0007503032684326172
43,0,77,3,0,0.0008687973022460938
44,2,71,3,10,0.0007832050323486328
45,0,81,1,1,0.0009109973907470703
46,0,81,1,1,0.00018405914306640625
47,0,81,1,1,0.0007634162902832031
48,0,81,1,1,0.0008311271667480469
49,0,81,1,1,0.0007567405700683594
50,0,81,1,1,0.0007488727569580078
51,0,81,1,1,0.0012946128845214844
52,0,81,1,1,0.0007278919219970703
53,1,72,1,10,0.0002770423889160156
54,0,79,0,1,0.0008599758148193359
55,0,79,0,1,0.0007107257843017578
56,0,79,0,1,0.0007271766662597656
57,0,79,0,1,0.0007481575012207031
58,0,79,0,1,0.0007321834564208984
59,0,79,0,1,0.0007162094116210938
60,0,79,0,1,0.0006852149963378906
61,0,79,0,1,0.0007145404815673828
62,1,70,0,10,0.0007469654083251953
63,1,70,0,0,0.0008525848388671875
64,1,70,0,0,0.0001842975616455078
65,1,70,0,0,0.0007467269897460938
66,1,70,0,0,0.0003387928009033203
67,1,70,0,0,0.0018198490142822266
68,1,70,0,0,0.0007715225219726562
69,1,70,0,0,0.0008161067962646484
70,1,70,0,0,0.0007607936859130859
71,1,61,0,9,0.0010230541229248047
72,1,61,0,0,0.00092315673828125
73,1,61,0,0,0.0007503032684326172
74,1,61,0,0,0.00091552734375
75,1,61,0,0,0.0007739067077636719
76,1,61,0,0,0.00031828880310058594
77,1,61,0,0,0.0007481575012207031
78,1,61,0,0,0.0007429122924804688
79,1,61,0,0,0.0007193088531494141
80,3,52,0,9,0.0007393360137939453
81,3,52,0,0,0.0008428096771240234
82,3,52,0,0,0.0007762908935546875
83,3,52,0,0,0.0009734630584716797
84,3,50,0,0,0.0008490085601806641
85,3,50,0,0,0.0008041858673095703
86,3,50,0,0,0.0008115768432617188
87,3,50,0,0,0.00021982192993164062
88,3,50,0,0,0.0007951259613037109
89,3,45,0,7,0.0008234977722167969
90,4,45,0,0,0.0008602142333984375
91,4,45,0,0,0.000823974609375
92,4,45,0,0,0.0010211467742919922
93,4,45,0,0,0.0008187294006347656
94,4,45,0,0,0.0008678436279296875
95,4,45,0,0,0.0007982254028320312
96,4,45,0,0,0.0009610652923583984
97,3,45,0,0,0.0005879402160644531
98,3,39,0,6,0.0008177757263183594
99,3,39,0,1,0.0007452964782714844
100,3,39,0,1,0.0002422332763671875
101,3,39,0,1,0.0007956027984619141
102,3,39,0,1,0.0008044242858886719
103,3,39,0,1,0.0007841587066650391
104,3,39,0,1,0.0008060932159423828
105,3,38,0,2,0.0007708072662353516
106,3,38,0,0,0.0009160041809082031
107,5,33,0,5,0.0009875297546386719
